PROBE_ID_REF,GENE_IDENTIFIER,GSM12587,GSM12588,GSM12589,GSM12590,GSM12591,GSM12592,GSM12593,GSM12594,GSM12595,GSM12596,GSM12597,GSM12598,GSM12599,GSM12600,GSM12601,GSM12602,GSM12603,GSM12604,GSM12605,GSM12606
L08096_s_at,CD70,72,42,128.6,85.4,41.5,97.8,64,142.3,146.9,124.1,181.9,87,33.6,120.7,33.3,79.5,38.4,164.8,59.5,157
L08177_at,GPR183,141.3,78.9,789.3,141.8,142.4,277.6,56.1,150.5,120.9,64.6,138.3,103.5,128.7,164.1,216.8,122.1,96.6,138.7,301,157.3
L08187_at,EBI3,293.8,424.9,307.1,250.5,259.1,288.6,502.4,279.9,428.4,311.7,304.6,361.4,198,309,318.7,255.1,370.9,259.4,314.6,433
L08246_at,MCL1,4432.8,2125.3,1160.6,1951.7,2538.2,2359.5,2953.3,2349.7,2543.1,1817.3,2988.9,2092.3,1625.5,3301.3,2362.3,2082.3,1347.2,1410.1,2347.7,2249.1
L08424_at,ASCL1,8.6,5.7,2.7,4.6,5.3,3.3,3.6,3,6.5,5.7,6.1,10.8,16.1,4.7,3.5,4.7,13.1,11.1,4.7,3.7
L08485_at,GABRA5,21,35.6,4.5,4.6,7.8,13.7,14.6,2,2.4,2.3,1.1,10.8,3.9,11,3.1,18.7,7,16.9,2.7,7.1
L08488_at,INPP1,188.1,73.7,97.9,19.7,138.3,169.9,185,179.1,178,102.3,188.5,150.5,15,154.7,100.5,81.2,163.1,115.2,144.2,203
L08666_at,VDAC2,1115.6,946.9,1223.3,972.9,1218,1059,1446.8,1164.8,934.6,1254.4,1937.3,1368.4,932,1477.3,947,1115.8,953.1,1034.1,1355.8,902.1
L08835_rna2_s_at,DMPK,205.3,131.2,199,210.7,228.2,171.5,168.5,228,422.1,235.5,273.7,141.7,180.1,259.5,145.7,203.7,59.3,132.1,242.5,109.6
L08895_at,MEF2C,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L08904_at,RBPJ,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L09190_rna1_at,TCHH,22.7,33.3,32.9,39.8,28.1,8.6,17.6,15.2,18.1,23.1,22.4,49.7,31.8,8.4,28.5,13.1,51.3,36.4,15.5,41.4
L09209_s_at,APLP2,3190.8,1326.9,2990.1,2292.9,1176.7,1714.4,1639.7,2575.4,1598.9,3414,3762.4,2591.8,2166.6,3916.6,1945.6,2250.5,1897,1208.8,1784.4,1870.9
L09229_s_at,ACSL1,4315.2,902.4,4515.3,1245.9,612.1,432.8,6474.6,1304.5,796.2,1001.9,913.4,2050.4,767.4,1658,804.1,597.8,467.7,374.5,498.1,468.4
L09230_s_at,CCR1,484.2,196.2,67.8,485.8,183.8,96.4,122,139.3,158.6,222.6,143.2,210.5,179.6,280.4,105,128.9,94.2,19.8,134.1,134.2
L09234_at,L09234,12.4,2.3,2.3,1.6,2,4.3,1.1,0.9,0.9,4,4.1,3.8,5.7,2,2.4,1.9,26.4,2.5,2.1,31
L09235_at,ATP6V1A,123.7,154.7,29.4,202.9,146.9,175.1,226.9,222.1,48.2,96.1,141.7,50,88.6,218.9,247.8,141.5,209.7,158.2,226.6,196.2
L09260_at,SEC13,1333.5,709.6,924.9,1062.1,1153.1,1235,990.8,980.4,1204.4,1071.3,1360.2,1339.6,887.8,824.4,1075.2,874.4,784.2,767.6,929.3,1073.3
L09604_at,PLP2,5598.7,2787.8,4344.1,4528.5,3224.8,5123.4,6077.6,4625.9,3886.4,4493.5,4884.9,5684,3789.3,4325.8,4014.2,4152.2,4561.1,2982.3,2947.8,4261.6
L09708_at,C2,305.3,62.1,115.7,136.4,125.1,172.9,102.7,160.4,168.3,165.9,212.3,169.8,110.3,165.2,49,53,16.9,65.4,80.4,140
L09717_at,LAMP2,164.3,148,45.8,78.6,100.2,105.4,226.9,115.3,71.9,92.8,127.3,94.6,80.1,131,94.3,66.8,25.8,52.2,109.4,65.5
L09749_at,PHF20,46.9,31.8,3.9,6.7,81.5,10,11,3.1,19.6,73.9,92.7,17,18.1,38.1,6.6,22.7,9.8,8.7,6.2,16.4
L09753_at,TNFSF8,9.8,6.8,6.6,36.7,30.5,54.7,13.7,42.4,4.3,49.3,6.6,20.2,6.5,72.8,14.8,41.8,80.3,30.4,26,49.5
L10035_at,CRYBB2,46.3,25.1,53.4,80.2,27.2,17.5,57.5,53.7,20.3,14.6,71.9,55.4,58.8,66.3,22.2,26.3,29.9,43.1,58.8,9.6
L10102_rna1_at,SRY,7.4,2.8,2,8.3,4.2,3.7,2.1,4.8,2.4,8.3,1.3,4.3,35.9,3.6,2.6,8.7,11.9,7.2,0.9,2.6
L10123_at,L10123,24.1,55.4,32.6,15.7,25.9,28,32.1,21.6,28.8,18.8,3.6,6.8,38,15.4,23.3,21.3,38.7,4.5,25,41.4
L10284_at,CANX,1903.2,1268.2,1807.7,2217.9,2194.2,2069.6,2053.9,1937.2,1953.1,1305.3,1904.6,2054.7,1336.3,1407.7,1686.6,1786.8,1392.3,1221.3,1686.3,2222.1
L10333_s_at,RTN1,242.5,291.8,175.1,144.6,213.2,278.2,202.2,280.8,227.2,433.7,380.3,189.8,214.4,404.7,211.4,221.1,174.8,124.1,274.1,151.1
L10338_s_at,SCN1B,269.1,240.1,258.3,236.6,269.6,359.3,474.6,280.3,284.9,421.5,426.6,257.8,193.6,328.6,322,202.3,423.7,399.8,175.6,396.3
L10343_at,PI3,470.4,120.9,55.7,295.8,79.1,23,100.1,138.4,87.9,80.6,21.6,484.5,144.7,46.8,123.9,32.9,73.4,27.2,121.2,73.1
L10373_at,TSPAN7,28.5,19.6,35.2,45.1,8.3,9.9,55.1,30.7,7.7,40.2,7.2,81.7,83.5,9.1,13.2,30,68.7,13.4,19,49.2
L10374_at,FAM155A,5.4,37.9,21.4,5.4,5.9,4.9,4.6,14.4,6.2,16.7,17.7,34.8,15.4,9,2.6,13.7,36.8,32,17.5,29.2
L10377_s_at,ATN1,14.9,21.1,37.4,35.1,19.1,16.4,15.4,21,22.1,21.3,12.5,23.9,21.6,15.5,31.5,24.7,21.9,16,31.3,13.1
L10378_at,THAP11,524.6,502.6,386,617.5,661.6,750.3,517.3,723.1,666.2,566.8,1054.3,501.6,560.1,790.5,700.6,674.2,700.3,662.6,459.5,893.2
L10381_at,RNASEL,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L10386_at,TGM3,55.9,40.7,57,45.8,50.9,33.8,56.2,31.6,32.1,48.7,27.9,56.4,43.7,47.1,43.2,58.7,50.4,44.1,41.4,50.5
L10403_at,PPBPP2,75.7,17.1,32.5,65.9,36.9,66.9,106.3,126.2,24.5,43.7,32.3,22.6,15.9,20.2,102.3,70.8,104.4,24.4,91.1,39.6
L10405_at,L10405,43.7,76.3,81.9,85.6,46.9,60.6,42.9,70.5,44.7,51.1,37.8,83,79.4,51,26.3,51.9,71.5,35.3,60.7,62.6
L10413_at,FNTA,1596.1,1074.6,1546.6,989.4,1862.9,1548.3,1163.2,1741.1,1797.7,1679.5,2305.4,1179.6,1024.8,1371.7,1507.3,1416,699.9,999,1479.4,1361.6
L10615_s_at,CSN2,377.8,557.6,674.3,397.3,511.6,397.4,449,447.5,605.5,462.2,310.1,482.4,517.9,423,539.4,678.7,348.3,411,563.3,520.7
L10665_at,GNAL,32.7,36.8,7.7,8.7,29.3,4.7,8.6,4.9,17.7,8,27.2,48.2,21.5,30.2,12.9,9.7,10.9,54.4,42.1,29.1
L10678_at,PFN2,41.4,10.6,34.8,63.9,31,121.4,30.1,39.8,56.4,37.4,42.5,34.8,90.5,43.6,75.8,66.5,79.6,54,48,79.3
L10717_at,ITK,596.3,513.5,3064.8,582.3,2036.5,1365.3,433.7,1489.2,1113.9,930.8,804.4,375.1,1254.7,627.6,955.3,2010.4,309.6,436,1151.8,606.6
L10838_at,SRSF3,2734.6,1297.4,2462.2,1644.9,1834.1,1646.1,1269.1,2556.6,1924.5,893.4,1999.4,2531.7,1674.2,1315.1,1789.2,1746.2,1666.4,1594,1819.8,2524.3
L10844_at,L10844,17.8,25.6,33.2,8.5,7.2,13.2,13.7,6.6,6.8,6.9,4.4,12.9,16.7,8.1,5.7,7.1,10.8,16.4,4.5,7.6
L10910_at,RBM39,217.9,104.9,170.5,108.5,202.1,198,127,174.6,214.1,138.1,189.2,150.5,194.6,146.5,139.7,130.4,82.2,134.1,158.3,143.8
L10955_cds1_s_at,CA4,77.4,91.5,50.6,46.5,39,17.5,467.9,39.5,47.2,67.1,45.7,91.6,68,16.6,62.8,30.3,60.6,26.7,25.5,63.9
L11005_at,AOX1,24.6,60.1,30.8,43.6,17.6,12.4,14.4,16.2,6.6,24.1,25.2,56.7,21.5,20.1,23.8,9,60.4,16.1,6.1,41.2
L11066_at,HSPA9,912.2,417.8,1540.9,1035.3,686.3,627.2,510.2,1175.5,1304.4,1011.1,1584,841.1,760,1060.8,986.7,903.8,787.2,1002.8,965.5,953.5
L11238_s_at,GP5,30.3,23.4,21.9,27.7,5.8,24.2,15,15.7,6.2,17.2,36.1,40.8,4.1,19.8,32.8,30.8,39.3,38.6,21.4,29.1
L11239_at,GBX1,80.9,31.7,108.3,43.4,64.9,21.3,31,26.2,22.4,33.8,19.5,41.2,64.7,11.3,74.9,63.9,51.9,15.4,13.3,13.3
L11244_s_at,C4BPB,4.7,7.3,10.1,8.1,4.8,6.8,5.9,4.3,5.3,7,5.3,13,6.9,6.8,5.4,6.1,13.3,5.6,3.8,9.7
L11284_at,MAP2K1,751.2,699.1,605.8,594.1,787.4,695.4,739.1,925.9,738.2,974.8,1521,478.5,502.9,961.4,753.1,622.3,518.9,512.4,868.4,852
L11285_at,MAP2K2,1678.8,836.3,1090,1108.2,1298.2,969.6,1148,1127.2,1088.9,1552.8,1575.8,1623,1259.2,1254.6,1058.7,906.1,1465.8,861.4,887.6,1038.4
L11329_at,DUSP2,1271.4,543,2076.9,1860.8,2059.2,1335.6,702.2,924.6,542.8,847.5,1265.4,549,569.8,2953.6,890.2,1240.7,573.7,890.8,718.7,610.6
L11353_at,NF2,133.1,122,137.3,165.5,93.5,98.4,79.1,74.4,116.7,94.3,98.9,101.7,91.5,106.6,84.7,86.1,41.3,36.5,81.7,92.2
L11369_at,PCDH1,270.1,178.9,217.6,214.3,163,181.9,135.8,261.3,201.3,71.4,134.2,155.5,125.1,207.5,360,260.7,219.4,231.1,181.1,69.5
L11370_at,PCDH1,390.5,327.1,327.1,450.1,513.3,319.7,282,261.1,243,499.8,290.8,369.9,459.1,250.9,328.6,353.8,166.7,353.1,547.1,282.9
L11372_at,L11372,24.8,20.4,32.6,25.8,27.4,2.7,4.8,1.7,23.2,29.2,9.3,34.1,19.1,26.1,21.3,26.4,17.8,32.8,3.9,15.1
L11373_at,PCDHGA1,185.3,194.6,159.6,154.8,170.7,152.6,165.8,178.5,174.7,154.2,101.2,248.1,150.1,139.7,183.7,160.5,171,159.9,191.6,158
L11566_at,RPL18,18316.8,11891,17309.6,16067,13445.1,15353.7,11292.1,12716.5,15252.8,14792.5,14731.7,19318.8,19193.2,12308.7,14501.3,15488.7,14413.6,14514.3,10694.6,22129.2
L11573_at,L11573,28.3,15,28.7,25.1,17,23.1,19.2,9.2,16.1,11.9,3.1,43.7,29.9,18.5,3.1,34.4,23.1,45.4,15.8,52.6
L11669_at,MFSD10,1034.5,513.3,869.1,635.8,1119.1,648.9,781,1155.5,1876.8,908.7,1332.2,1240.7,680.2,975,549.2,757.9,590.7,505.6,452.1,735.9
L11672_at,ZNF91,563.6,416.9,244.1,887.2,2211.9,2499.9,1811,1208.4,593.8,2854.8,1588.3,201.5,263.8,2762.6,1029.8,682.8,654.3,1986,1608.1,767.4
L11672_r_at,ZNF91,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L11695_at,TGFBR1,30.8,7.4,11.4,13,33.1,30.2,44.2,34.1,8.4,18.9,25.2,6.9,3.8,57.4,14,1.6,39.4,35.5,29.7,47.4
L11701_s_at,GPLD1,8.9,13.2,22,11.1,9.4,14.2,8.1,4.3,36.7,10.9,38.8,16.8,10.3,15.4,9.4,6.2,41.3,45,8.1,12.1
L11702_at,GPLD1,50.3,77.6,63.5,39.7,55.8,67.8,67.6,35.8,51.3,41.1,5.3,65.6,75.7,37,74,23.1,66.2,35.9,46,55.9
L11708_at,HSD17B2,9.2,57.8,9.8,22.2,6.3,13.9,26.8,9.8,9.3,8.5,23.8,13.6,28.1,18.7,4.6,14.3,28.3,51.1,21.8,34.1
L11931_at,MIR6778,49.2,48.8,76.2,76.1,74.4,86.5,109.9,74.7,65.1,42.9,93.6,30.3,75.5,101.4,95.3,41.4,34.1,78.9,82.8,86.3
L12052_at,PDE7A,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L12060_s_at,RARG,14.1,15.2,25.6,26.7,74.9,25.8,40.6,51.7,16.9,36.8,20.1,25.4,36.4,86.1,24.2,31.6,37.4,28.1,28.9,23.9
L12168_at,CAP1,9550,5840.3,4576.4,5578.5,6257.9,7191.9,10185.1,7853.1,7431.2,5294.5,7586.5,8694.3,5287.2,5442.5,4363,4653,4349.7,5338.3,3873.7,5658.8
L12350_at,THBS2,6.7,13.3,3.4,2.2,12.3,23.8,30.4,10.5,38.6,21.5,9.8,15.4,38.9,18.6,33.1,18.9,27.3,39.6,15.2,17.5
L12392_at,HTT,507.4,415.5,488.1,443.8,491.3,531.7,561.5,498.1,587.3,523.7,636.8,557,413.8,494,445.3,413.9,273.3,514.8,421.9,520.2
L12468_at,ENPEP,14,26.1,25.9,27.6,2.7,2.6,18.8,7.6,30.7,6.6,32.8,5.9,28.9,2,14.8,4.2,5.9,23.1,25.4,30.5
L12535_at,RSU1,316,310.6,854.3,692.5,989.3,1508.7,1576.8,1009.8,402.7,749.2,427,356.2,366.4,547.8,998.4,624.5,457,554.8,776.2,454.6
L12701_cds2_at,EN2,9.3,23.5,47.6,22.7,25,28.9,37.2,9.4,31.2,22.6,19.6,18.1,52.8,14.5,4.7,8,89.8,48,13.7,45.9
L12711_s_at,TKT,6203.8,4177.5,3638.4,2677,4041.9,4048.9,6598,3316.2,3135,4679,5391.4,4980.9,2903.7,7056.8,2300.2,2875.5,3237.6,2538.1,2413.2,3963.2
L12723_at,HSPA4,169.4,126.9,151.2,152,217.5,211.6,204.1,275.3,156.4,177.4,428.7,113.7,203.7,175,184,186,152.5,157.6,201.5,245.7
L12760_s_at,PCK1,35.7,30.5,51.3,42.7,27.9,31.5,38,30.9,28,48.2,8.1,10.6,8.3,40,15.8,37.6,8,54.7,13.9,7
L13042_at,S100G,12.9,14.6,69.7,31.8,9.8,23.9,57.8,8.4,17.6,52.2,53.6,107.1,21.3,24,21.6,23.1,89.1,11.5,8.8,10.6
L13197_at,PLAC4,24.6,115.7,98.3,63.8,69.7,48.7,66.2,47.3,111.5,57.2,55.3,101.8,49.8,48,160.9,89.3,25.3,31.5,96.3,61.4
L13203_at,FOXI1,179.3,225.7,185.2,139.4,147.3,193.3,151.2,119.8,187,155.3,120.1,173.6,200.2,135.4,197.9,147.9,187.8,189.7,133.9,126.9
L13210_at,LGALS3BP,731.6,137.2,366.5,870.7,407.1,646.3,147.5,742.6,356.8,572.2,1106,265.7,676.9,595.3,508.8,476.6,573,493,267.2,529.3
L13258_at,SLC34A1,16,10.4,10.7,7.5,11,7.2,7.7,6.2,9,6.6,9.8,18.4,17.4,6.8,12.3,17.1,17.1,13.1,10.4,9
L13266_s_at,GRIN1,61.8,69.7,139.1,89.7,93.9,81.3,104,66.6,49.5,176.5,84,85.3,89.1,109.9,27.1,94,29.4,78.6,88.7,105.8
L13278_at,CRYZ,75,133,65,65.2,244.5,203.4,63.5,203.7,108.4,70,234.3,59.5,102.4,88.9,167.1,102.9,110,168.6,155.2,176.4
L13286_at,CYP24A1,7.1,5.4,5,4.2,2.4,5.7,35,2.2,3,3.4,10,7.6,20.3,16.3,1.5,4.9,5,4.8,11.8,22.9
L13329_at,IDS,86.1,94.5,48.7,129.6,219.7,145.8,169,201.3,69.9,121.7,184.6,87.4,71.2,127,155.1,111.5,66.1,78.4,184.7,117.6
L13391_at,RGS2,11521.6,6027.3,535.4,2279.9,3746.8,3666.9,6785,4925.9,3777.8,1254.5,4737.2,7192.6,2649.8,3861.5,4017.4,3448.3,2079.4,2286.2,3180.2,1596.2
L13434_at,RBM15B,404.9,291.9,292.4,379.9,272.4,289.3,250.2,270.3,257.9,358.6,441,311.7,287,476.6,431.7,317.4,440.4,263,248.8,264.9
L13436_at,NPR2,64.9,67.2,28.9,24.1,32.7,80.1,18.9,34.7,64.7,24.2,79.1,34.7,112.8,17.5,29.2,27.9,30,35.5,16.1,50.9
L13689_at,BMI1,290.6,217.2,296.5,268.6,421.4,384.3,179.5,311.9,405.4,314.3,418.5,247.8,217,266.7,391.2,367.6,221.3,196.2,523.9,254.3
L13698_at,GAS1,39.6,41.8,42.6,24.4,73.5,27.3,27.1,25.5,41.5,16.5,37.8,9.9,9.4,9.8,34.5,35.7,76.4,38.2,63,22.3
L13720_at,GAS6,42.5,48.7,46.7,23.7,27.4,20,17.6,31.5,34.7,67.8,36.2,39.4,96.1,49.3,18,34.2,39.5,25.4,19.1,59.3
L13738_at,TNK2,795.9,361.9,631.6,627.8,467.3,492.6,443.9,562.5,615.2,681.4,822.9,929.2,788.1,566.3,510.5,546.7,343.5,284.9,536.7,384.9
L13740_at,NR4A1,224.5,85.9,145,165.1,37.6,60.7,29.7,51.4,110.7,83.6,486.6,119.6,136.5,265.9,28.3,124.8,197,91.8,80.1,113.4
L13744_at,MLLT3,50.5,39.4,60.6,71.6,64.5,60.4,28.9,41.7,47,36,51.2,43.1,42.9,43.1,60.1,45.5,79.6,40.7,45,51
L13761_rna1_at,DLD,202.9,192.6,221.5,177.5,167,231.9,163.9,206,203.6,170.7,216.6,156.5,207.2,163.8,190.7,189.8,156.1,163.1,166.3,195.1
L13773_at,AFF1,346.2,176.1,248.1,229.5,217,221.4,206.2,280.1,206.2,203.1,230.7,255.3,175.7,175.3,221.8,220.3,120.1,167.8,242.9,231.7
L13800_at,TUBGCP3,146.1,119.4,151.9,116.1,134.2,195.6,175.5,182.7,175.6,163,243.5,144.2,122.6,174.3,148.9,101.3,103.8,104.2,161.2,154.7
L13848_at,DHX9,353,174.5,353.2,427.2,207.1,299.2,232.3,327.6,319.7,283.8,265.4,406.6,375.4,214.2,301.7,253.9,385.4,357.4,247.4,304
L13852_at,MIR5193,2385.4,679.6,1633.3,1338.7,1680.8,2019,1430.9,2022.9,1707.8,1545.2,1779.6,2291.6,1508,1722.9,1594.2,1446.5,1324.9,1346.5,1213.9,1473.7
L13923_at,FBN1,45.9,27.2,47.1,5.1,21.5,7.3,6.1,4.6,23.7,8.3,24.1,10.5,62.1,25.8,64.4,31.7,47,35.2,7.2,6.8
L13939_s_at,AP1B1,1059.2,887.8,1088.8,1057.8,1180.8,903.5,1546.5,994.8,1071.7,1680.6,1370,1530.1,967.8,1642.1,884.4,690.3,1217,1083.8,1020.8,1288.4
L13943_at,GK,311.2,145.1,151.3,148.2,107.8,107.7,128.6,132.5,106,77.9,120.1,141.8,90.4,143.4,88.5,66.4,77.4,39.3,89,50.6
L13972_at,ST3GAL1,446.8,230.4,409.6,187.3,255.6,284,128.5,134.7,261.4,540.7,293.2,372.1,415.7,293.2,109.1,203.8,134.8,147.5,97.1,236
L13977_at,PRCP,1957.1,997,839.7,1059.7,1122.5,850,1237.1,1173.2,1047.3,716.8,1064.7,1466.4,1000.4,1016.6,786,594.9,754.4,875.9,967.3,974.6
L13994_at,L13994,19,9.9,10.9,11.4,11.5,9.6,8.1,10.2,12.7,12,8.4,63.8,18,7.9,12.8,5.3,19.2,18.1,9.2,21.6
L14076_at,SRSF4,1055.2,460.9,787.4,746.3,926.3,956.3,920.1,1014.3,862.8,846.8,1069.5,979.2,642,795.4,752.8,734.2,665.1,684.1,847.2,937.5
L14269_at,SLC18A2,43.6,80.5,10.9,61.7,55.1,76.7,52.1,62.6,36.3,6.1,56.8,46.7,16.7,16.5,63.8,33.8,18.1,31.8,74.9,10.9
L14430_at,L14430_at,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L14542_at,KLRC3,113.8,24.4,110.2,62.6,831.3,129.1,30.5,424.7,144.2,93.6,90.1,71.8,114.1,276.2,56.2,105.5,8,167.2,468.6,215.6
L14565_at,PRPH,38,30.2,51.7,42.2,36.1,42,41.1,28.2,29.7,46,22.8,75.5,68.4,23.4,42.2,33.4,25.2,38.6,37,32.2
L14595_at,SLC1A4,46,114.4,33.1,33.2,128.3,128.8,136.4,168.3,105.9,81.3,139.5,50.7,50.4,132.8,114.9,107.5,22,32.9,75.7,107.6
L14754_at,IGHMBP2,345.9,301.9,341.9,293,259.6,306,227.6,366,439.2,376.4,471,450.2,346.6,459,244.6,154.8,308.7,232.8,97.9,489.1
L14778_s_at,PPP3CA,669.3,363.6,144.4,255.3,262.7,180.7,409.9,287,766.6,322.7,588.8,217.2,194.3,576.3,402.5,295,258.2,252.1,204.9,378.6
L14787_at,ZXDA,84.4,125.7,87.8,30.6,125.9,71.9,95.4,101.9,115.3,74.5,100.3,31,62.9,114.4,99.6,87.5,79.3,105.2,110.5,120.7
L14812_at,RBL1,69.8,41.4,26,79.4,53,17.2,36.9,45.1,52.2,31.3,67,99,57.6,34.4,20.2,12.1,75.8,51.5,42.7,49.5
L14813_at,CELP,133.2,105.3,81.9,86.9,67.6,66.8,52.7,54.2,65.2,443.9,100.4,107.9,98.6,129.6,32.9,231.1,188.4,263.7,43.1,111.3
L14837_at,TJP1,8.2,40.2,18.4,6.3,20.2,13.1,39.3,6.2,44.2,24.1,4.4,56.1,4.1,8.3,28,11.9,29,6.1,14.4,22
L14848_s_at,MICA,332.7,216.3,299.7,326.1,261.9,255.8,225.2,357.7,246.6,205.4,322.6,267.2,278.6,182.4,250.2,327.2,238.1,282.5,307,203.5
L14856_at,SSTR4,367.6,359.7,434.6,357.7,425.9,311.2,451.8,395.3,319.3,440.4,277.4,467.1,428.4,405.2,359.7,332.8,334.3,449.3,365.6,297.3
L14922_at,RFC1,104.8,115.5,134.3,110.3,152.3,108.2,105.2,144.7,96.3,79.1,100.8,61.5,85,90.4,122.8,123.5,68,94.4,118.3,91
L14927_at,LCN1,69.9,87.7,232.2,81.9,152,144.7,246.9,64,62.3,66.4,47.8,79.8,226.8,55,75.3,36.5,61.2,175.7,81.2,48.1
L15189_s_at,HSPA9,255.7,152.1,563.8,349.2,254.1,172.3,124.4,374.3,254.5,309.4,454.7,142.5,218.3,308.5,238.5,313.4,218,222.6,392,362.5
L15296_s_at,CNGB1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L15309_at,ZNF141,78,62.9,77.8,74.4,67.4,51.8,61,39.4,78.9,20.4,44.3,21.6,47.3,53.4,65.9,50.5,50,50.5,63.6,69.9
L15326_s_at,PTGS2,1052.4,455.1,942.9,308.3,69.4,26.3,400.7,175.8,88.4,70.5,69.9,142.3,98.2,312.9,218.1,143.9,33.7,53.5,110.7,94.7
L15344_at,TXLNA,119.4,41.7,141.5,137.9,141.9,48.1,170.3,55,78,86.2,63.3,187.7,44.6,29.5,140.5,171.9,87,40,177.1,58.9
L15388_at,GRK5,497.3,353.1,463.6,589.5,834.6,760.9,793.1,553.4,445.5,855.5,1097.5,284,395.7,587.7,794.3,475.6,496.1,586,705.9,571.9
L15409_at,VHL,116.3,245.2,61.6,216.2,235.1,228.2,168.4,133.7,108.4,288.6,239.7,124,88.5,327,289,303.6,167.5,193.3,238.8,425.3
L15440_at,INS-IGF2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L15533_rna1_at,REG3A,10.7,10.3,6.5,8.8,5.1,4.3,10,3.3,8.5,11,7.2,16,11,3.8,21.9,7.8,12.8,10.3,7,32.1
L15702_at,CFB,101.1,106.6,121,36,66.6,63.6,95.5,78.5,166.3,110.2,75.9,141.8,85,102,27.9,133.2,133.1,146.3,104.1,123.1
L16464_at,ETV3,72.5,121.4,123.7,38.7,24.5,76.6,84.5,96.4,40,91.6,85.7,148.5,55.3,91.3,45.2,107.5,107.7,141.3,85.3,126.1
L16782_at,KIF20B,6.3,59.2,24.2,23.3,10.6,16.1,2.3,14.2,23.5,16.8,12.6,8.3,27.1,3.5,14.5,47.2,63.6,7,3.9,26.1
L16842_at,UQCRC1,1390.2,748.7,743,1633.2,1067.6,1208.2,1438.9,1523.9,1141.2,1479.1,1852.9,1301.7,842.8,1304,1030.9,943.5,985.3,933.3,903.8,1343
L16862_at,GRK6,1695.6,1051.5,1171.7,1310.9,1201.3,899.8,1201.7,1221.9,1456.8,1224.9,1748.5,1928.6,1255.6,1148.7,1238.2,1433.1,1381.4,1194.5,1351.9,1772.3
L16895_at,LOX,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
L16896_at,ZBTB48,401.8,109.3,186.1,105.8,179,250.1,141,227.1,378.1,300.1,383.4,331.2,283.9,303.9,200.8,211,133.6,167.1,198.1,232.4
L16991_at,DTYMK,159.5,110.7,76.8,98.5,180.5,164.3,143.5,136.4,171.2,191.7,169.7,147.3,163.6,143.7,165.8,112.8,97.8,128.3,157.4,93.8
L17075_s_at,ACVRL1,48,11,38.9,50.6,39.1,65.4,62.9,52.9,39.7,16.4,64.7,110.6,62.5,21.8,56.1,78.3,25.1,48,29.7,15.6
L17128_at,GGCX,85.6,92.5,96.2,70.6,88.3,58.3,48,59.5,80.1,56.1,77.2,129.7,92.5,60.9,81.4,78.9,95.7,54.3,107.3,115.7
L17131_rna1_at,HMGA1,1079.3,530.2,1701.1,1811.3,863.5,1913.5,1649.2,1696.6,1205.9,1239.1,1901.1,1398,1082.4,1246.5,1266,1570.4,1170.2,1228.2,1195.8,1075
L17325_at,L17325,4.2,7.3,6.1,2.7,1.6,1.9,0.9,1.4,2.3,0.8,2.8,1.5,5.2,1.4,3.4,15.1,3.3,2.7,2,3.9
L17327_at,C19orf57,31.4,31.9,19.5,15.6,83.7,75.6,35.8,27.3,29.3,16.6,25.2,39.1,15.6,21.9,98.8,81.7,155.2,113.1,109.8,116.3
L17328_at,FEZ2,30.7,40.3,8.7,27.4,12.4,30.8,6.3,2.8,5.4,22.5,17.1,22.5,10.6,6.8,7.2,16,43.5,29.8,14.4,26.3
L17330_at,L17330,65.1,68.3,16.6,15,8.6,22.1,5.7,12.4,37.7,11.6,22.8,21.5,26.8,8.1,35.3,14.8,24.5,10.7,20.3,18.4
L17418_cds2_s_at,CR1,128.1,26.7,49,101.7,31,42.7,94.4,75,55.6,27.5,42.5,45.3,40,118.6,102.5,29.1,30.9,34.5,40.2,25
L18877_f_at,MAGEA12,29.9,47.8,31.7,45.5,47.5,23.4,27.5,17.9,44.3,44.9,36.6,41.1,59.7,40.3,44.1,15.8,42.6,35.3,26.1,47.8
L18920_f_at,MAGEA2B,6.5,12.3,5.4,31.3,25.6,11,9.8,5.1,16.7,15,14.1,40.1,24.7,20.3,16.9,21.4,7.3,43.5,18.6,32.5
L18960_at,EIF1AX,312.4,704.7,294.6,508.3,481.6,758.6,398.5,632.7,363.4,665.9,598.3,308.4,235.8,965,1003.5,644.3,375.7,432,547.1,637.9
L18972_at,THOC5,604.7,320.3,324.3,290.8,464.9,331.6,496.6,427.8,438.5,299.8,470,638.7,294.7,400.9,280.5,234.9,263.7,292.6,194.4,407.9
L18983_at,PTPRN,414.1,513,366.9,477,423.8,401.1,457.6,362.7,379.5,368.3,321.6,437.7,334.1,413.3,395.6,383,530,611.4,368.7,565.3
