PROBE_ID_REF,GENE_IDENTIFIER,GSM12587,GSM12588,GSM12589,GSM12590,GSM12591,GSM12592,GSM12593,GSM12594,GSM12595,GSM12596,GSM12597,GSM12598,GSM12599,GSM12600,GSM12601,GSM12602,GSM12603,GSM12604,GSM12605,GSM12606
M84526_at,CFD,3073.3,1115.1,1300.2,1295.7,896.9,1404.1,752.9,1271.9,3707.5,1039.4,5262.7,3379.2,2120.3,4586.5,1077.3,828.8,1404.3,714.5,1326.5,2453.3
M84605_at,M84605,34.8,41,48.4,31.5,13.5,16.1,11.4,19,25.4,15.5,5.9,62.1,56.5,14.7,36.3,14.9,37.7,30,25.7,22.9
M84711_at,SNORD73A,16328.4,20930.1,16197.3,13201.2,12668.4,13148.7,12338.8,10704.1,15762.1,12006.1,15286.7,20165.3,16138.7,12320.5,13324.1,12263.4,14895,14716,10690.5,15216.2
M84739_at,CALR,1007.7,451,1296.1,1294.3,909.4,994.6,901.6,1394,1257.6,1166.1,996.3,1002,827.8,725.5,1021.5,941.7,461.8,701.2,683,812.3
M84820_s_at,RXRB,118.7,99.3,44.7,171.5,196.1,165.1,156.9,255.6,175.6,245.6,233.5,34.2,97.6,194.5,193.7,220.6,149,211.3,225.2,183.9
M85085_at,CSTF2,54.9,92.5,22.9,34.2,44.1,51,39.4,68.6,43.3,15.7,84.3,20.3,27.2,47,60,62.6,37.1,32.4,53.1,77.8
M85164_at,ELK4,63.9,60.8,111.1,85.8,55,61.4,50.1,27.6,42.6,57.7,54.1,34.5,46.3,35,48,72,63.3,26,40.8,47.5
M85165_at,ELK4,10.4,35.3,27.4,15.2,19.2,10,2.9,7.4,31.5,30,22.6,21.6,9.9,14.3,9.5,38.8,15.3,30.8,22.8,25.5
M85169_at,CYTH1,1915.4,610.6,1904.6,1889.8,1805.5,1467.3,1146.4,2096.7,2066.7,1894.8,2654.7,1298.9,1458.9,1989.2,1933.6,2000.3,911.5,1009.5,1883.3,1991.4
M85217_at,KCNA3,12.5,20.5,6.1,37.7,45,38.8,14,59.7,29.3,40.8,67.6,3.5,11.6,30.8,37,37.5,21,60.4,28.4,85
M85220_at,IGHA2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M85247_at,DRD1,77.7,121.5,169,82.8,137.6,145.3,159.2,125.9,165,121.5,57.6,43.2,149.4,48.1,129.8,129.1,54.6,44.7,137.5,83.5
M85276_at,GNLY,5794.9,2362.5,6947.7,8320.1,16019.6,6586.6,2623,12970.6,18833.8,1916.1,6339.3,4729.3,1799.7,6449.4,1640.4,4489.7,2919.7,10328.9,13775.7,9544
M85289_at,HSPG2,65.7,103.3,226.7,210,53.6,142.4,52.7,83.6,122.2,249.6,123.9,97.8,284.4,145.5,112.2,206.6,135.8,88.8,67,123.8
M86383_s_at,CHRNA3,30.8,52.2,48,19.8,10.5,38.6,33.7,5.3,50,51.5,34.7,75.3,46.5,22.8,6.8,30.8,44.4,41.2,20,57.7
M86400_at,YWHAZ,10358.6,4060,9174.2,7943.9,8172,8380.1,7687.7,7891.9,10873.1,4579.4,8186.8,9631.7,7458.6,6665.1,7317,8240.6,5274.7,6270.5,6208.2,8921.1
M86406_at,ACTN2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M86407_at,ACTN3,27.6,25.4,25.7,21.3,12.9,20.3,7.7,7.8,51.8,18.5,5.1,54.6,8.6,10.6,22,13.3,9.7,15.2,12.5,51.5
M86528_at,CGB7,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M86546_at,PBX1,131.3,120.3,91.5,127,106.1,127.5,92.9,190.2,76.8,156.6,183.4,140.6,111,124.9,147.8,57.8,132.4,158.1,133.6,165.2
M86667_at,NAP1L1,1806.8,1576.6,1569.8,1496.4,2094.3,2474.1,2294.2,2006.9,1800.3,1728,2894.8,827.4,1335.6,1823.7,2502.8,1658.9,1244.7,1401.4,1826.9,2028.2
M86699_at,TTK,50.4,39.5,14.4,39.4,29.5,15.4,44.3,21.7,5.6,33.4,29.6,59.2,7.4,45,42.3,19.2,11.2,45.2,22.3,24.9
M86707_at,NMT1,512.7,259.5,343.6,369.6,576.8,490.7,444.6,468.7,470.3,297.5,595.1,411.4,275.5,474.7,354,386.8,325,259.8,324.8,512.9
M86737_at,SSRP1,545,281.4,495.6,647.9,638.6,653.8,423.9,599.7,726.1,475,839.9,571.7,517.3,539.7,560.1,606.6,349.8,341,394,655.7
M86752_at,STIP1,1342.8,364.5,708.5,915.4,1249.9,748.6,930,1140.6,958,893.4,1096.3,1351.5,673.4,583.1,1030,1054.7,1072.1,1045.3,1047.5,1506.3
M86757_s_at,S100A7,19.4,9.6,10.5,41.5,11.4,5.4,9.6,6.9,17.4,38.9,8.2,25.5,12.3,14.3,10.9,13.6,6.6,16.1,17.7,39.4
M86808_at,PDHA2,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M86826_at,IGFALS,72.5,86.8,85.5,58,191.7,56.5,95.6,63.5,71.3,87.4,50.2,90.5,160.4,68.7,64.6,41.6,55.1,73.6,69.1,37.8
M86849_at,GJB2,6.8,5.7,78.2,4.1,4.3,3.8,3.5,2.8,8.5,8.4,2.4,6.2,24.3,26.5,5.8,3.4,27.1,5.8,4.5,3.1
M86852_at,PEX2,209.9,140.9,162.8,211.1,193.1,188.2,164,149.6,194,99.8,219.4,145.9,159,167.3,150.4,122.2,136.9,143.8,214.2,117.2
M86868_at,GABRR2,13.2,44.2,24.1,19.2,11.6,27.9,32.3,12.7,18.7,26.3,23.7,16,21.5,11.5,18.4,11.7,47,35.9,9.4,13.1
M86873_s_at,PLGLA,5.7,5.9,4,4.4,4.9,37.8,48.6,3.2,49.9,10.8,44.1,12,5.3,3.3,3.1,9.2,7.3,8.1,4.5,7.3
M86917_at,OSBP,75.8,62.2,61.2,121.2,126.9,94.3,142.7,152.5,49.7,109.2,155.6,22.7,55,133.1,173.2,126.2,182,151.3,130,168.7
M86933_at,AMELY,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M86933_s_at,AMELY,167.5,35.2,113.7,36.1,41.4,53.3,112,79.8,159,111.6,120.1,41.8,115,143.2,78.7,106.7,235.5,405.3,60.8,135.4
M86934_at,PUDP,355.8,411,234.4,242.1,157.4,266.8,380.4,387.9,405.4,220.3,256.1,404.6,236.5,433.8,209.6,170.1,163.7,77.3,166.2,101.7
M87284_at,OAS2,101.7,141.3,45.4,220.6,137.2,94.3,72.5,135.7,132.4,52.9,150.3,113.2,120.8,60.8,113.4,98.1,116.6,68,116.3,73.3
M87313_s_at,DMPK,65.8,23.4,120.3,56.1,132.5,80.4,70.8,128.5,186.5,117,131.5,85.3,158.7,94.8,61.5,28.2,28.5,18,141.2,16.2
M87338_at,RFC2,146.3,48.3,92.8,116.8,116.8,90.6,116,116.7,115.8,70.8,100.5,130.5,125.6,124.4,119.4,142,99.5,118.7,99.2,128.5
M87339_at,RFC4,147.5,63.9,99.1,108.1,264.9,263.3,147.4,156,188.1,113.8,199.3,161.7,122.3,120,203.2,171,151.9,118.5,178.4,183.8
M87434_at,OAS2,306.2,166.9,254.1,509.9,412.5,397.7,307.8,403.9,346.5,233.8,332.2,312.6,520.4,221.8,245.8,306.4,124.6,246.5,485,175.3
M87499_at,CCNO,41.6,16.9,34.8,34.7,26.2,27.7,37.3,25.5,29.2,49,18.7,46.1,185.3,34.1,29,50.6,25.1,37.3,32.3,29.9
M87503_at,IRF9,3814.7,914.1,2203.2,2124,1449.3,1646.7,1095.8,2449.9,2900.6,1426.9,1893.3,2670.2,2190,1926.6,1226.8,1159.2,1211.8,1211.1,1411.2,1920.3
M87507_s_at,CASP1,1002.3,360.9,620.5,577.2,175.1,372.3,415.2,752.4,551.2,162.4,834,267.8,557.9,309.1,379.7,252.5,234.6,312.5,503.4,422.5
M87770_at,FGFR2,37,50.8,61.1,37.1,36.5,40.2,44.3,21.7,53.3,38.4,24,56.1,53.7,34.8,24,17.5,52.4,44,38.7,40.6
M87789_s_at,MIR8071-2,1722.1,415.8,1335.1,2027.3,2324.4,620.9,7444.6,1473.5,3566.2,4270.7,702.6,2245.9,433.6,2232.7,620.3,548.5,547.6,904.3,1402.5,1240.6
M87860_at,LGALS2,3031.4,374.6,1184.5,355.3,815,939.6,19.5,581.2,1511.8,232.7,770.6,974.5,2529.4,1414.2,1322.9,1225.2,2157.4,1365.8,1371.7,1739.4
M88108_at,KHDRBS1,2054,1048.8,1674.6,1937.6,1222.1,1826.3,1471.7,2289.1,2035.9,1519.9,2431,1371.2,1625.8,1622.6,1665,1589.6,524.1,589.5,1243.1,1609.5
M88163_at,SMARCA1,32.7,51.4,18.9,41.8,39.2,29.4,15.1,18.5,38.4,24.2,22.7,31.2,19.1,21.4,27.6,39.6,30,37.1,26.7,38.9
M88279_at,FKBP4,1006.2,567.2,406.8,595.2,1011.9,904.2,777.2,761.5,1136.8,464.8,985.4,999.8,479,731.5,950.1,1084,864.9,736.4,943.7,937.5
M88282_at,CD96,177.5,124.5,149.7,163.6,415.8,452.9,67.7,226.5,274.4,195.4,331.3,72.8,203.3,199.8,255.7,246.8,157,184.2,287,193.5
M88338_at,CDC42EP1,363.7,199.3,316.1,269,227,156.9,115.2,212.3,314.2,316.2,168,174.7,258.6,307,174.7,243.9,379.3,262.6,306.5,265.8
M88458_at,KDELR2,758.8,474.2,527,647.9,553,493,454.1,630.5,700.2,825,1123.1,342.5,448.9,847.4,462.7,377.5,361.9,661,647.4,676.9
M88461_s_at,NPY1R,38.3,13.1,31.8,48.1,21.9,3.2,20.9,15.3,9.1,12.8,8.9,5.8,40.6,27.1,9,25,10.8,35,19,9.1
M88468_at,MVK,341.6,403.6,365.9,401.1,396.9,314,512.8,336.3,473.6,328.7,353.8,458,242.3,354,350.4,324.4,203.4,306.3,462.9,339.5
M88579_at,ZSCAN26,41.1,21.7,19.9,30.9,56.5,48.4,31.3,48.9,63.2,6.9,43.7,87.1,49.8,15.6,43.1,61.6,46.1,44.3,69,82.3
M89470_s_at,PAX2,14.5,25,22.5,12.8,15.6,15.4,77.4,49.6,74.1,16.8,14.6,19.6,16.5,22.4,54.8,22.1,14.9,93,22.8,26.2
M89473_at,TACR3,131.6,132,104.7,64.8,65.8,29.7,93,75,121.6,117.1,55.3,104.7,116.9,47.3,89.9,114,78.6,88.8,75.9,79.9
M89796_rna1_at,MS4A2,73.9,33.4,59.8,21.8,69.1,81.9,3.3,39.6,100.8,4.7,56.1,51.4,35.1,25.5,30.5,55.3,7.7,8.8,29.2,8.9
M89914_s_at,NF1P9,11.1,17.7,7.5,13.6,8.8,8.8,10.4,6,10.9,4.2,8,8.6,9.3,5.1,8.9,8.8,11.1,13.3,8.2,6.7
M89955_at,HTR1D,19.6,52.9,74,47.9,48.9,37.4,38.7,11.2,26.1,26.2,44.7,75.4,20,27.2,19.1,21.6,38.6,82.1,20.1,26.3
M89957_at,CD79B,915.7,231.8,775,357.3,503,329.8,783,1049,544.2,586,725.4,375.5,755.7,1042.2,628.3,554.6,613.3,529.7,698.5,723.4
M90299_at,GCK,230.3,183.6,219.6,109,129,138.9,153.1,118.3,117.8,168.8,169.1,217.3,169,114.3,72.8,142.5,125.7,169.2,104.2,205.7
M90354_at,BTF3P11,2.2,9.1,3.5,7.4,2.8,2.6,1.9,1.5,1.3,2.9,9.4,6.1,2.6,16.6,2.9,3.5,6.7,6.7,2.4,6.4
M90356_f_at,BTF3P13,140.5,142.7,180.6,207,174.2,159.2,181.3,171.3,170.5,152.6,192.4,203.5,199,115.3,163.6,172.5,168.2,190.9,201.3,160.9
M90359_at,AKAP5,3.7,5.6,6,2.8,4.5,1.3,2.4,4.3,4.4,4.6,4.1,6.4,8.5,3.4,2.2,3.6,4.2,8.3,1.6,2.1
M90366_at,ZP2,89.2,79.5,111.7,125.3,85.3,80.9,95.1,76.2,72.1,108.8,59.2,123.7,92,82.8,73.5,64.9,56.4,97.5,84.2,52.4
M90391_s_at,IL16,277.1,197.3,277,233.7,359.2,423.2,329.4,388.4,268.3,208.6,364.4,243,240.5,371.3,371.3,301.4,249,339.3,346.5,523.4
M90516_at,GFPT1,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M90656_at,GCLC,220.7,186.1,184.6,219.9,211.1,168.9,213.6,190.7,243.2,204.2,262.3,138.2,190.7,212.5,212.7,198.4,107.4,111.8,291.1,152.6
M90657_at,TM4SF1,14.7,29.9,10.2,12.3,3.8,15.8,7.3,12.5,7.5,2.8,7.1,16.1,26.1,2.9,6.9,8.6,3.6,6.3,11.2,13
M90696_at,CTSS,245.2,156.8,156.6,161.8,135.1,152.7,164.9,295.1,137.3,214.7,232.5,146.3,186.2,251.7,187.1,89.3,103.4,150.1,221.7,106.6
M90820_at,FKBP3,23.3,20.2,72.3,17.8,12.3,19.8,16.7,13.5,17.4,27.2,17.9,31.8,25,77.6,71.5,19.4,36.3,28,7.8,23.3
M91029_cds2_at,AMPD2,2201.9,910.1,1050.7,695.4,741.7,1162.2,777.6,902.5,1169.9,1068.8,1855.8,1079,886.6,1382.1,786.6,740.4,880.5,651.5,741.4,908.3
M91036_rna1_at,HBG2,937.8,4351,2074.9,7501,1959.6,969.8,393.9,6034.4,177.7,6734.4,252,4454.9,639.7,281,179.5,223,1748,809.9,754.9,517.4
M91083_at,RASSF7,678.1,488.2,396.6,484.6,610.6,525.6,350.2,608.3,616.1,532.8,757,509.3,339.1,396.4,577.7,504.1,379.3,343.5,468.4,497.3
M91196_at,IRF8,685.9,376,386,707.4,551.9,472.6,781.3,742,339.2,848.9,1091.9,255.1,355.7,1019.8,454.8,686.2,599,597.3,681.6,800
M91368_s_at,SLC8A1,36.3,33.5,111,86.1,24.1,20.3,31.7,63.6,33.6,42,111.4,29.6,65.3,98.4,24.3,25.9,40.3,47.7,38.7,113.4
M91432_at,ACADM,129,105.3,116.4,105.3,144.8,131.1,116.7,110.2,122.9,101.6,119.2,150.2,94.8,85.6,106.7,124.8,98,126,126.1,106.6
M91438_at,SPINK2,35.7,5.1,15.4,90.5,33.7,58.5,26.7,26,31.3,46.3,51.5,50.7,28,14,51.6,88.4,31.8,52.8,64,42
M91463_rna1_at,SLC2A4,14.8,25.4,58.7,11.6,28.3,41.9,43.4,20.9,31.2,45.9,45.3,82,13.4,25.9,26.1,32.2,32.5,92.3,14.3,75.8
M91467_at,HTR1E,74.1,45.4,42,108.2,61.9,63.2,71.6,38.9,63.3,66.3,55.9,30.8,89.5,56.6,68.2,37.5,80.9,32.8,89.7,48.4
M91556_s_at,SCN7A,1.3,16.7,15.5,1.8,9.7,2.4,2.2,2.5,12.9,6.8,2,10.4,4.6,5.9,3.3,13.4,19.4,24.6,2.1,29.5
M91585_at,BRPF1,388.6,244.2,295,240.7,317.6,380.2,249.2,307.6,357.4,343,407.8,321.2,258.4,342.5,263.2,315.6,57.9,156.4,326.7,246.3
M91592_at,ZNF76,297.1,190.1,282.2,283.6,265.8,283.2,218.4,241.2,335.8,233.5,323.8,270.7,279,235.6,225.3,339.7,171.4,182.1,255.4,213.1
M91669_s_at,COL17A1,115.6,49.8,55.2,75.1,64.9,33.3,100.2,30.8,21,51.1,63.3,85.1,50.4,37.1,25.1,43.8,24.4,21.4,47.2,17.4
M91670_at,UBE2S,472.8,256.6,257.2,372.1,298.5,253,397.6,389.8,266,470,478,332.6,282.5,331.6,198.1,249.2,256,406.6,205.8,314
M92269_f_at,CACNA1C,11.7,16.9,12.6,6.9,13.9,5,11.4,29.4,10.8,20.2,47.4,10.1,7.8,25.3,9.7,25.5,115.7,23.2,9.4,23
M92287_at,CCND3,2145.6,1587.3,2104.6,1993.3,2458.8,2597.9,3495,2027.8,2284.4,2186.9,2609.7,1956.9,1637.9,1815.5,1885.6,1783.4,1566.8,2328.8,2006.6,2718.9
M92303_at,CACNB1,170.1,68,89.9,110.2,88,61.3,86.3,74.3,106.9,92.2,82,154.5,109.8,86.4,70.6,61.4,115.5,91.1,78.5,27.1
M92357_at,TNFAIP2,3075.4,1142.4,3761.2,419.8,597.6,952.5,815.3,1434.6,1211.7,1018,2076.4,2117.4,877.8,2115.1,741.4,809.1,528.7,465.9,648.3,598.6
M92424_at,MDM2,37.2,57,18.9,42.8,22.4,3.1,17.9,19.6,32.9,12.4,22,59.6,21.6,29.7,30.5,38,32.7,18.4,30.6,64.5
M92432_at,GUCY2D,23.9,30.3,40.4,35.8,32.9,24.5,32.8,23.7,29.4,37,28.5,46,40.4,27.4,21.7,27.6,46.3,39.8,24.3,29.4
M92439_at,LRPPRC,232.8,130.9,177.2,138.9,160.6,327.9,245.1,201.6,212.8,99.5,273.8,160.7,183.6,193.3,249.2,221.7,133.4,125,160.6,228.5
M92449_at,NAAA,566.8,531.8,257.6,398.4,309.1,524,273.1,550.1,525.9,597.7,1102.8,587.7,425.4,643.4,450.7,451.4,331.6,346.4,436.7,553.3
M92642_at,COL16A1,254.5,246,297,304.5,258.6,204.6,217,187.5,242.2,340,388,120.2,197.3,404.4,183.4,193.4,380.3,653.3,301.2,508.9
M92843_s_at,ZFP36,8098.4,4082.9,7188.7,7180.5,3437,3429.8,5300.6,3267,5248.3,5276.4,5531.8,7461.6,4133.2,8617.8,2884.4,3664.9,2079.7,1463.6,1953.4,2703.6
M92934_at,CTGF,30.4,27,15.4,46.7,18.7,3.8,44,4.3,47.7,12.3,5.2,13.3,63.2,15.5,5.8,14.6,54.6,14.5,4.7,37.9
M93036_at,EPCAM,34,57,6.4,35.1,31.8,9.1,27,32.4,16.2,19.6,24.2,64.8,68.4,12.5,36.6,29.2,87.6,32.4,26,49.6
M93056_at,SERPINB1,2116.5,2354.3,2246.4,1387,1566,1685.9,2828.4,1649.5,1263,1238.7,2247.3,1846.9,984.3,1792.9,1230.1,1150.9,994.7,919.8,1223.8,1032.5
M93107_at,BDH1,112.3,104.4,137.8,100,143.2,127.6,85.2,84.7,89.2,109.9,166,121.3,99.5,47.7,128.8,151.7,109.6,107.2,109.7,90.4
M93119_at,INSM1,3.8,42.7,6.7,6.6,14.3,2.4,11.7,5.4,16.1,5.3,2.5,23,4.8,12.7,4.5,5.8,29.1,27.9,16.3,30.7
M93143_at,PLGLB1,62,95.7,87.2,86.9,68.2,65,98.9,39.8,88.5,116.6,45,70,52.3,53.4,68.7,80.4,33.4,77.4,80.9,72.3
M93221_at,MRC1,42.6,43.4,43.7,16.1,29.5,16.5,131.7,4.9,32.2,13.2,35.6,41.8,51.8,21.3,19.4,3.6,40.8,14.7,24,4.2
M93283_at,PNLIPRP1,65.6,94,71.5,60.7,28,45.8,51.2,28.2,63.4,28.9,21.9,32.7,65.9,15.4,42.6,62.1,104.6,46.8,59.8,94.1
M93284_at,PNLIPRP2,19.2,90.7,44.8,39.7,34.2,22.8,36.5,11.5,38.9,66.4,22.9,144.9,63.6,53.1,14.8,31.5,26.2,72.4,45.9,46.1
M93311_at,MT3,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M93405_at,ALDH6A1,113,87.9,85.7,140.2,209.1,220,108.6,120.5,90.4,143.2,195.1,101.6,143.1,190.4,164.4,167.1,57.4,126.7,141.9,83.6
M93415_at,ACVR2A,53.1,53.3,113.3,49.9,10.4,5.3,15.6,23.2,46.7,34.6,36.6,51.1,22.7,50.3,19.4,12.7,42.3,32.2,15,34.1
M93425_at,PTPN12,1048.1,548.9,1206.2,641.2,1462.6,1320.9,1305.1,1357.8,858.1,973.6,1253.1,756.1,604.2,855.3,910.9,623.9,550.1,724.5,872.4,649.5
M93426_at,PTPRZ1,32.8,20.6,31,4.7,9.3,8.2,18,21.8,17.3,9.3,9.7,57.9,17.2,12.3,3,50.3,26.5,28.2,1.6,8.9
M93650_at,PAX6,94.8,71.4,123.5,91.8,117.9,91.8,121.1,65.8,95.5,80.5,59.6,121.2,144.5,83.6,50.9,121.5,48.5,105.9,112.8,107.4
M93651_at,SETSIP,956.9,877.4,1131.8,1058.9,1454.7,1260,753.3,1084,1301.7,529.4,1699.1,740.9,601.8,1054.2,1030.1,860.8,527.1,652,1427,803.1
M93718_at,NOS3,147.2,130.7,172.5,97.7,128.1,124.5,27.9,132.9,113.6,132.4,180.7,175.2,113.2,145.4,171.3,150.2,49.2,50,71.9,54.8
M94046_at,MAZ,1379.6,604.8,1760.1,1247.4,898.7,706.6,871.2,1835.3,1621.1,663.3,1157.4,1385.5,989.3,708,1006.2,1075,742.5,556.4,1261.1,857.1
M94055_at,SCN2A,10.8,49.5,8.5,6.5,15.8,19.8,13.6,12.2,7.9,5.3,4.2,13,30.3,5.2,3.9,3.8,5.4,32,10,17.8
M94065_at,DHODH,57.8,33.2,89.7,40.9,43.8,64.4,41.4,71.7,84.4,68.7,96.6,111.8,58,62.4,66.5,49.1,81.7,103.3,49.2,110.6
M94077_at,LOR,8.8,28.5,18.7,15.2,7.9,8.2,20.1,14.7,19,18.4,18,16.4,15.8,14.5,8.6,18.6,16.7,26.3,14.9,8.8
M94151_at,CTNNA2,12.7,52.2,2,1.3,17.4,4.6,4,11.6,13.6,4.3,5.5,8.1,3.4,1,9.8,17.7,2.4,5.5,9.6,5.9
M94167_at,NRG1,42,140.2,125.4,56.5,18.9,32.3,17.4,59.2,117.5,88.9,67,178.9,81.8,131.6,90.1,88.2,126,36.8,29.9,20.7
M94172_s_at,CACNA1B,255.4,222.7,189.4,243.9,184.2,220.1,243.4,181.9,201.9,346.5,207.1,230.8,208.3,158.8,123.5,125.1,273.5,279.2,193.6,268.6
M94250_at,MDK,37.8,31.3,27.1,35.6,110.8,41.5,72.5,57,40,91.2,142.5,45.5,70.4,31.4,88.1,35.1,162.3,97.6,30.8,51.5
M94345_at,CAPG,3358.8,1617.3,2060.6,2582.4,1335.1,1769.8,2360.9,2879.7,1807.9,1911.1,1603.3,3188.5,2634,1830.6,1295.1,963.2,1095.5,988.8,879.5,1742
M94362_at,LMNB2,183.3,84.2,220.4,154.3,114,167.2,128.4,126.5,223.7,206.1,234.2,231.6,221.7,172.8,175.8,145.2,241.8,189.7,122.9,239.8
M94547_at,MYL7,20.7,13.8,42.1,38.1,17.4,15.6,18.3,21.7,57.8,24.8,13.2,22.5,27.9,32.7,15.2,33.1,56.7,28.5,15.9,30.2
M94556_at,SSBP1,857.5,713.2,659.5,787.8,1009.3,975.6,713.8,927.2,770.7,696.4,977,687.7,585.6,515.7,763.2,727.7,487.7,616.1,807.8,689.8
M94630_at,HNRNPD,2077.7,1700,2204.8,1737.4,1939.4,2116.5,1486.1,2280.7,2080.1,2131.4,2404.9,1639.4,1440.2,1639.4,2023.8,1439,1192.6,990.6,1921.4,1379.4
M94633_at,RAG2,37.4,34.9,53.3,17.3,14.4,10.5,34.8,17.1,41,23.2,8,87.5,26.4,5.9,32.2,11.5,42.4,9.2,10.8,5.5
M94856_at,FABP5,105.9,143.4,65,112.5,116.7,125.9,258.1,189.2,140.9,104.9,126.4,126.6,93.8,124.5,123.7,56.8,85.7,115.8,120.7,129.6
M94880_f_at,HLA-A,17293.9,7318.1,12466,16463.7,13324.8,13596.8,14327.6,17210.8,17645.1,11243.6,19097.3,12470.5,11934.1,14349.9,12846.3,12420.1,14678,13625,11323.5,17633
M94893_at,TSPY1,52.7,76.4,25.4,49.9,45.4,17.3,20.8,28.6,40.9,56.7,37.7,29.1,74,31.1,14.3,25.2,23.8,49.6,46,37.5
M95167_at,SLC6A3,46,21.7,42.1,8.8,22.1,12.1,13.6,11.3,17.1,14.1,4.7,33.6,21.1,15.8,13.4,13.8,16.2,10.3,13.9,15.9
M95178_at,ACTN1,1568.8,718.6,1105.4,1130.3,1062,1647.1,3401.8,1565.5,729.4,1639,2369.2,1103.7,828.9,2011.2,1574.9,1292.4,1892.9,1703.1,849.5,948.6
M95549_at,SLC5A2,137.4,58.9,112.2,52,28.7,38,31.6,100.9,38.1,71.9,21.1,40.3,79.2,87.8,33.6,98.4,44.6,59.8,15.7,84.4
M95585_s_at,HLF,4.7,33.4,10.2,12.1,12.4,4.5,19.5,4.9,12.6,8.3,5,4.3,8.8,4.8,16.9,14.8,17,10,17.7,6.9
M95610_at,COL9A2,359.3,213.9,251.5,274.9,193,236.2,280.3,215.3,251.1,226.9,203.2,222.6,204.6,190,208.7,135.2,92.2,162.1,206.1,187.6
M95623_cds1_at,HMBS,146.5,109.6,160.8,179,122.1,100.1,107.8,148.5,120.3,374.4,142.3,278,121.1,207.6,95.2,73,208.3,109.4,88.1,76.4
M95627_at,AAMP,495.3,551.8,352.5,522,570.4,552.2,511.8,674.3,526.5,841.9,900.6,576.9,453.1,1063.7,438.5,527.5,716,471.7,502.6,661.3
M95678_at,PLCB2,3497.6,1789.5,2895.7,1819.9,2383.8,1775.5,2557.9,2439.3,3440.9,2816,4064.9,3000.5,2717,3780.8,1980,1909.2,2014.7,1566.1,1659,1837.2
M95712_at,KIAA1549,35.1,110.2,138.9,32.9,130.5,95.9,126.6,85.7,92.9,53.1,37.7,68.2,23.5,50.5,119.4,104.1,105.7,54.4,65,71.4
M95724_at,CENPC,49.9,27.9,63.7,42.8,58.3,36.1,41.9,48.6,47.4,35.7,65.1,62.3,59.6,54.3,34.1,55.8,66.8,58.5,53.5,37.8
M95740_at,IDUA,34.8,29.5,31,82.4,37.7,16.2,24.2,19.1,30.4,49.5,19.9,34.9,52.5,38.6,13.5,31.2,24.1,17.6,23.4,12
M95767_at,CTBS,88,175.9,104.2,128.1,123.7,125.7,117,108.2,61.7,109.5,216.1,72.7,112.9,160.6,105.6,116,67.1,129.8,82.9,85.7
M95787_at,TAGLN,372.8,84,244,189.2,97.5,112.7,52.7,252.6,348.2,231.6,615.2,74.8,327.3,320.7,91.5,129.2,25.2,74.8,167.2,131.5
M95809_at,GTF2H1,288.7,176.5,212,126.8,260,285.5,191.5,338.3,234.6,111.5,275.7,223.7,203.2,164.5,290,288.7,206.6,278.2,290.2,405.7
M95925_at,NRL,44.1,8.1,49.4,83.6,8.7,38.9,58.2,20.4,19.2,11.6,15.7,115.5,18.1,44.7,18.6,32.8,17.6,22.5,11.1,13.7
M95929_at,SFXN3,408.4,259.6,357.4,266.9,422.9,456.1,330.1,479.3,418.1,293.2,531.8,349.3,220.4,434.8,315.8,293.6,172.4,193.6,284.5,365.2
M95936_s_at,AKT2,284.7,319.4,247.1,304.6,285,241.2,268.2,218.6,300.6,453.1,288.3,292,254.9,320.1,178.3,154,169.8,240.4,270.8,284.4
M96132_at,LOC101060835,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
M96233_s_at,GSTM4,97.1,105.7,316.9,133,475.4,693.6,1052.2,144.3,134.1,556.9,545.4,117.4,341.1,662.9,646.8,283.3,133.5,377,105.8,134.3
M96326_rna1_at,AZU1,448.5,99.3,572.3,152.4,220.2,525.7,1506.4,192.9,39.1,315.2,396.6,680.2,113,108.2,116.7,177.1,847.9,398,156.5,161.2
M96684_at,PURA,157,164.3,20.9,25.3,72,151,31.3,97.6,143.4,576.5,490.2,86.4,95.6,579.3,32,20.5,57.3,40.4,89.2,243.3
M96738_s_at,SSTR3,52.3,38.7,183,43.3,116.7,40.7,27.1,66.3,183.2,88.1,77.9,72.3,40.9,121.5,71.4,149.7,115.7,51,96.2,133
M96739_at,NHLH1,201.6,265.4,218.6,161.4,154.4,173.7,247.1,173.5,259.4,186,145.6,231.6,191.5,118.3,201.6,197.1,132.8,127.2,234.4,125.7
M96740_at,NHLH2,14.8,25.6,5.1,32,11.9,14.7,10.1,8.8,15.8,7.5,2.4,21.9,6.7,13.9,13.7,18.9,10.6,34.3,2.3,27
